Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An Approach to Security Requirements Engineering for a High Assurance System*","Requirements Engineering","","7","4","10.1007/s007660200015","Cynthia E. IrvineTimothy LevinJeffery D. WilsonDavid ShifflettBarbara Pereira","2002","http://link.springer.com/article/10.1007/s007660200015","Article"
"Knowledge-Oriented Approach to Requirements Engineering in Ambient-Assisted Living Domain","Information Systems: Methods, Models, and Applications","","","","10.1007/978-3-642-38370-0_22","Volodymyr BolshutkinClaudia SteinbergerMykola Tkachuk","2013","http://link.springer.com/chapter/10.1007/978-3-642-38370-0_22","Chapter"
"Requirements Engineering in the Development of Multi-Agent Systems: A Systematic Review","Intelligent Data Engineering and Automated Learning - IDEAL 2009","","","","10.1007/978-3-642-04394-9_62","David BlanesEmilio InsfranSilvia Abrahão","2009","http://link.springer.com/chapter/10.1007/978-3-642-04394-9_62","Chapter"
"Assurance Case Driven Case Study Design for Requirements Engineering Research","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-02050-6_16","Robin A. GandhiSeok-Won Lee","2009","http://link.springer.com/chapter/10.1007/978-3-642-02050-6_16","Chapter"
"Advances in Requirements Engineering: Bridging the Gap between Stakeholders’ Needs and Formal Designs","Innovations for Requirement Analysis. From Stakeholders’ Needs to Formal Designs","","","","10.1007/978-3-540-89778-1_5","LuqiFabrice Kordon","2008","http://link.springer.com/chapter/10.1007/978-3-540-89778-1_5","Chapter"
"The Three Dimensions of Requirements Engineering: 20 Years Later","Seminal Contributions to Information Systems Engineering","","","","10.1007/978-3-642-36926-1_6","Klaus PohlNelufar Ulfat-Bunyadi","2013","http://link.springer.com/chapter/10.1007/978-3-642-36926-1_6","Chapter"
"Towards Collaborative Requirements Engineering Tool for ERP Product Customization","Novel Methods and Technologies for Enterprise Information Systems","","","","10.1007/978-3-319-07055-1_9","Boban CelebicRuth BreuMichael FeldererFlorian Häser","2014","http://link.springer.com/chapter/10.1007/978-3-319-07055-1_9","Chapter"
"Managing Service Requirements Engineering: The Role of Information Systems","The Philosopher's Stone for Sustainability","","","","10.1007/978-3-642-32847-3_25","C. DurugboJ. A. Erkoyuncu","2013","http://link.springer.com/chapter/10.1007/978-3-642-32847-3_25","Chapter"
"Requirements Engineering for Semantic Sensors in Crisis and Disaster Management","Environmental Software Systems. Infrastructures, Services and Applications","","","","10.1007/978-3-319-15994-2_40","Bojan BožićMert GençtürkRefiz DuroYildiray KabakGerald Schimak","2015","http://link.springer.com/chapter/10.1007/978-3-319-15994-2_40","Chapter"
"An Insight into Requirements Engineering Processes","Advances in Communication, Network, and Computing","","","","10.1007/978-3-642-35615-5_48","Mohd SadiqS. K. Jain","2012","http://link.springer.com/chapter/10.1007/978-3-642-35615-5_48","Chapter"
"Market-Driven Software Project through Agility: Requirements Engineering Perspective","Business Information Systems Workshops","","","","10.1007/978-3-642-03424-4_12","Deepti MishraAlok Mishra","2009","http://link.springer.com/chapter/10.1007/978-3-642-03424-4_12","Chapter"
"Starting Improvement of Requirements Engineering Processes: An Experience Report","Product Focused Software Process Improvement","","","","10.1007/3-540-44813-6_19","Marjo KauppinenSari Kujala","2001","http://link.springer.com/chapter/10.1007/3-540-44813-6_19","Chapter"
"Integrating Reuse Measurement Practices into the ERP Requirements Engineering Process","Product-Focused Software Process Improvement","","","","10.1007/11767718_12","Maya Daneva","2006","http://link.springer.com/chapter/10.1007/11767718_12","Chapter"
"Requirements Engineering in Business Analytics for Innovation and Product Lifecycle Management","Advances in Conceptual Modeling","","","","10.1007/978-3-319-14139-8_7","Clotilde RohlederJing LinIndra KusumahGülru Özkan","2014","http://link.springer.com/chapter/10.1007/978-3-319-14139-8_7","Chapter"
"REFSQ’08 International Working Conference on Requirements Engineering: Foundation for Software Quality","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-540-69062-7_1","Barbara PaechColette Rolland","2008","http://link.springer.com/chapter/10.1007/978-3-540-69062-7_1","Chapter"
"Survey of Requirements Engineering Practice in Lithuanian Software Development Companies","Information Systems Development","","","","10.1007/0-387-28809-0_29","Raimundas Matulevičius","2005","http://link.springer.com/chapter/10.1007/0-387-28809-0_29","Chapter"
"Requirements Engineering Using Mockups and Prototyping Tools: Developing a Healthcare Web-Application","Human Interface and the Management of Information. Information and Knowledge Design and Evaluation","","","","10.1007/978-3-319-07731-4_64","Leonor TeixeiraVasco SaavedraCarlos FerreiraJoão SimõesBeatriz Sousa Santos","2014","http://link.springer.com/chapter/10.1007/978-3-319-07731-4_64","Chapter"
"A Model-Driven Approach to Requirements Engineering in Ubiquitous Systems","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-642-28783-1_11","Tomás Ruiz-LópezCarlos Rodríguez-DomínguezManuel NogueraMaría José Rodríguez","2012","http://link.springer.com/chapter/10.1007/978-3-642-28783-1_11","Chapter"
"MOQARE: misuse-oriented quality requirements engineering","Requirements Engineering","","13","1","10.1007/s00766-007-0058-9","Andrea HerrmannBarbara Paech","2008","http://link.springer.com/article/10.1007/s00766-007-0058-9","Article"
"Requirements Engineering in the Problem Domain","Requirements Engineering","","","","10.1007/978-3-319-61073-3_5","Jeremy Dick BSc (Eng), ACGI, DPhil, DIC, MAElizabeth HullKen Jackson BSc, MSc, MBCS","2017","http://link.springer.com/chapter/10.1007/978-3-319-61073-3_5","Chapter"
"Market-Driven Requirements Engineering for Software Products","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_13","Björn RegnellSjaak Brinkkemper","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_13","Chapter"
"Practical Reuse Measurement in ERP Requirements Engineering","Advanced Information Systems Engineering","","","","10.1007/3-540-45140-4_21","Maya Daneva","2000","http://link.springer.com/chapter/10.1007/3-540-45140-4_21","Chapter"
"On the Complexity of Requirements Engineering for Decision-Support Systems: The CID Case Study","Business Intelligence","","","","10.1007/978-3-319-17551-5_1","Ruth RaventósStephany GarcíaOscar RomeroAlberto AbellóJaume Viñas","2015","http://link.springer.com/chapter/10.1007/978-3-319-17551-5_1","Chapter"
"Socially-Oriented Requirements Engineering: Software Engineering Meets Ethnography","Perspectives on Culture and Agent-based Simulations","","","","10.1007/978-3-319-01952-9_11","Sonja PedellTim MillerFrank VetereLeon SterlingSteve Howard","2014","http://link.springer.com/chapter/10.1007/978-3-319-01952-9_11","Chapter"
"Requirements Engineering","Multiagent Engineering","","","","10.1007/3-540-32062-8_19","Thomas BieserHendrik FürstenauStephan OttoDaniel Weiß","2006","http://link.springer.com/chapter/10.1007/3-540-32062-8_19","Chapter"
"Challenges for Requirements Engineering of Cyber-Physical Systems in Distributed Environments","Advances in Production Management Systems: Innovative Production Management Towards Sustainable Growth","","","","10.1007/978-3-319-22759-7_6","Stefan WiesnerJannicke Baalsrud HaugeKlaus-Dieter Thoben","2015","http://link.springer.com/chapter/10.1007/978-3-319-22759-7_6","Chapter"
"Digital Addiction: A Requirements Engineering Perspective","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-05843-6_9","Amen AlrobaiKeith PhalpRaian Ali","2014","http://link.springer.com/chapter/10.1007/978-3-319-05843-6_9","Chapter"
"Engaging the Crowd of Stakeholders in Requirements Engineering via Gamification","Gamification","","","","10.1007/978-3-319-45557-0_9","Fabiano DalpiazRemco SnijdersSjaak BrinkkemperMahmood HosseiniAlimohammad ShahriRaian Ali","2017","http://link.springer.com/chapter/10.1007/978-3-319-45557-0_9","Chapter"
"Incorporating Sustainability Design in Requirements Engineering Process: A Preliminary Study","Requirements Engineering Toward Sustainable World","","","","10.1007/978-981-10-3256-1_4","Theresia Ratih Dewi SaputriSeok-Won Lee","2016","http://link.springer.com/chapter/10.1007/978-981-10-3256-1_4","Chapter"
"A market-driven requirements engineering process: Results from an industrial process improvement programme","Requirements Engineering","","3","2","10.1007/BF02919972","Björn RegnellPer BeremarkOla Eklundh","1998","http://link.springer.com/article/10.1007/BF02919972","Article"
"Requirements Engineering with ORM","On the Move to Meaningful Internet Systems 2005: OTM 2005 Workshops","","","","10.1007/11575863_84","Ken Evans","2005","http://link.springer.com/chapter/10.1007/11575863_84","Chapter"
"A Requirements Engineering Approach for Data Modelling of Process-Aware Information Systems","Business Information Systems","","","","10.1007/978-3-642-01190-0_12","Jose Luis de la VaraMichel H. FortunaJuan SánchezCláudia M. L. WernerMarcos R. S. Borges","2009","http://link.springer.com/chapter/10.1007/978-3-642-01190-0_12","Chapter"
"Viewpoints: principles, problems and a practical approach to requirements engineering","Annals of Software Engineering","","3","1","10.1023/A:1018946223345","Ian SommervillePete Sawyer","1997","http://link.springer.com/article/10.1023/A%3A1018946223345","Article"
"Requirements Engineering in the Problem Domain","Requirements Engineering","","","","10.1007/978-1-4471-3730-6_5","Elizabeth Hull BSc, PhD, CEng, FBCSKen Jackson BSc, MSc, MBCSJeremy Dick BSc (Eng), ACGI, DPhil, MA","2002","http://link.springer.com/chapter/10.1007/978-1-4471-3730-6_5","Chapter"
"Improving Requirements Engineering by Artefact Orientation","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-39259-7_11","Daniel Méndez FernándezRoel Wieringa","2013","http://link.springer.com/chapter/10.1007/978-3-642-39259-7_11","Chapter"
"Reuse Measurement in the ERP Requirements Engineering Process","Software Reuse: Advances in Software Reusability","","","","10.1007/978-3-540-44995-9_13","Maya Daneva","2000","http://link.springer.com/chapter/10.1007/978-3-540-44995-9_13","Chapter"
"The case against a positivist philosophy of requirements engineering","Requirements Engineering","","13","4","10.1007/s00766-008-0061-9","Chris Hinds","2008","http://link.springer.com/article/10.1007/s00766-008-0061-9","Article"
"Requirements Engineering in a Mobile Setting: How Travelers with a Cognitive Impairment Ask for and Use Help","User Modeling and Adaptation for Daily Routines","","","","10.1007/978-1-4471-4778-7_7","Stephen FickasRik LemoncelloMcKay Moore Sohlberg","2013","http://link.springer.com/chapter/10.1007/978-1-4471-4778-7_7","Chapter"
"Requirements Engineering in the Problem Domain","Requirements Engineering","","","","10.1007/978-1-84996-405-0_5","Elizabeth Hull BSc, PhD, CEng, FBCSKen Jackson BSc, MSc, MBCSJeremy Dick BSc (Eng), ACGI, DPhil, DIC, MA","2011","http://link.springer.com/chapter/10.1007/978-1-84996-405-0_5","Chapter"
"Requirements Engineering in the Problem Domain","Requirements Engineering","","","","10.1007/1-84628-075-3_5","","2005","http://link.springer.com/chapter/10.1007/1-84628-075-3_5","Chapter"
"Linking business and requirements engineering: is solution planning a missing activity in software product companies?","Requirements Engineering","","14","2","10.1007/s00766-009-0078-8","Laura LehtolaMarjo KauppinenJarno VähäniittyMarko Komssi","2009","http://link.springer.com/article/10.1007/s00766-009-0078-8","Article"
"Large-Scale Requirements Analysis Revisited: The need for Understanding the Political Ecology of Requirements Engineering","Requirements Engineering","","7","3","10.1007/s007660200011","Mark BergmanJohn Leslie KingKalle Lyytinen","2002","http://link.springer.com/article/10.1007/s007660200011","Article"
"Challenges of the Customer Organization’s Requirements Engineering Process in the Outsourced Environment – A Case Study","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-16101-3_14","Heli HiisiläMarjo KauppinenSari Kujala","2015","http://link.springer.com/chapter/10.1007/978-3-319-16101-3_14","Chapter"
"Seventh International Workshop on Requirements Engineering: Foundation for Software Quality (REFSQ’01)","Requirements Engineering","","7","1","10.1007/s007660200000","Camille Ben Achour-SalinesiAndreas L. OpdahlMatti Rossi","2002","http://link.springer.com/article/10.1007/s007660200000","Article"
"Defining Reference Models for Modelling Qualities: How Requirements Engineering Techniques Can Help","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-540-73031-6_25","Thomas RinkeThorsten Weyer","2007","http://link.springer.com/chapter/10.1007/978-3-540-73031-6_25","Chapter"
"Editorial: model-based requirements engineering","Requirements Engineering","","8","4","10.1007/s00766-002-0156-7","Tim Menzies","2003","http://link.springer.com/article/10.1007/s00766-002-0156-7","Article"
"A requirements engineering environment for embedded real-time software—SREE","Wuhan University Journal of Natural Sciences","","11","3","10.1007/BF02836659","Li YonghuaShu FengdiWu GuoqingLiang Zhengping","2006","http://link.springer.com/article/10.1007/BF02836659","Article"
"Sixth International Workshop on Requirements Engineering: Foundation for Software Quality (REFSQ”00)","Requirements Engineering","","6","1","10.1007/PL00010353","Klaus PohlAndreas OpdahlMatti Rossi","2001","http://link.springer.com/article/10.1007/PL00010353","Article"
"Requirements Engineering and Downstream Software Development: Findings from a Case Study","Empirical Software Engineering","","10","3","10.1007/s10664-005-1288-4","Daniela DamianJames ChisanLakshminarayanan VaidyanathasamyYogendra Pal","2005","http://link.springer.com/article/10.1007/s10664-005-1288-4","Article"
"Understanding and Guiding Requirements Engineering Processes","Advanced IT Tools","","","","10.1007/978-0-387-34979-4_48","C. Rolland","1996","http://link.springer.com/chapter/10.1007/978-0-387-34979-4_48","Chapter"
"How the Web of Things Challenges Requirements Engineering","Current Trends in Web Engineering","","","","10.1007/978-3-642-35623-0_17","Pete SawyerAnimesh PathakNelly BencomoValérie Issarny","2012","http://link.springer.com/chapter/10.1007/978-3-642-35623-0_17","Chapter"
"RequiLine: A Requirements Engineering Tool for Software Product Lines","Software Product-Family Engineering","","","","10.1007/978-3-540-24667-1_13","Thomas von der MaßenHorst Lichter","2004","http://link.springer.com/chapter/10.1007/978-3-540-24667-1_13","Chapter"
"Is object-oriented requirements engineering of interest?","Requirements Engineering","","10","1","10.1007/s00766-004-0197-1","Hermann Kaindl","2005","http://link.springer.com/article/10.1007/s00766-004-0197-1","Article"
"Optima: a domain-specific model for prioritization and conflicts management in requirements engineering for services intermediaries","Service Oriented Computing and Applications","","8","2","10.1007/s11761-013-0151-5","Bertrand VerlaineIvan J. JuretaStéphane Faulkner","2014","http://link.springer.com/article/10.1007/s11761-013-0151-5","Article"
"A Practical Agent-Based Approach to Requirements Engineering for Socio-technical Systems","Agent-Oriented Information Systems","","","","10.1007/978-3-540-25943-5_11","Paolo BrescianiPaolo Donzelli","2004","http://link.springer.com/chapter/10.1007/978-3-540-25943-5_11","Chapter"
"Experiences with User-Centered Design and Agile Requirements Engineering in Fixed-Price Projects","Usability- and Accessibility-Focused Requirements Engineering","","","","10.1007/978-3-319-45916-5_4","Edna KroppKolja Koischwitz","2016","http://link.springer.com/chapter/10.1007/978-3-319-45916-5_4","Chapter"
"A Framework for Improving the Requirements Engineering Process Management","Software Quality Journal","","8","2","10.1023/A:1008956910828","D. W. WilliamsT. HallM. Kennedy","1999","http://link.springer.com/article/10.1023/A%3A1008956910828","Article"
"Innovations in Natural Language Document Processing for Requirements Engineering","Innovations for Requirement Analysis. From Stakeholders’ Needs to Formal Designs","","","","10.1007/978-3-540-89778-1_11","Valdis BerzinsCraig MartellLuqiPaige Adams","2008","http://link.springer.com/chapter/10.1007/978-3-540-89778-1_11","Chapter"
"Requirements Engineering Processes Improvement: A Systematic View","Unifying the Software Process Spectrum","","","","10.1007/11608035_15","Anliang NingHong HouQingyi HuaBin YuKegang Hao","2006","http://link.springer.com/chapter/10.1007/11608035_15","Chapter"
"An Overview of Recommender Systems in Requirements Engineering","Managing Requirements Knowledge","","","","10.1007/978-3-642-34419-0_14","A. FelfernigG. NinausH. GrabnerF. ReinfrankL. WeningerD. PaganoW. Maalej","2013","http://link.springer.com/chapter/10.1007/978-3-642-34419-0_14","Chapter"
"A survey of traceability in requirements engineering and model-driven development","Software & Systems Modeling","","9","4","10.1007/s10270-009-0145-0","Stefan WinklerJens von Pilgrim","2010","http://link.springer.com/article/10.1007/s10270-009-0145-0","Article"
"Introduction to Requirements Engineering","Requirements Management","","","","10.1007/978-3-540-68476-3_4","","2008","http://link.springer.com/chapter/10.1007/978-3-540-68476-3_4","Chapter"
"Challenges in Aligning Requirements Engineering and Verification in a Large-Scale Industrial Context","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-14192-8_14","Giedre SabaliauskaiteAnnabella LoconsoleEmelie EngströmMichael UnterkalmsteinerBjörn RegnellPer RunesonTony GorschekRobert Feldt","2010","http://link.springer.com/chapter/10.1007/978-3-642-14192-8_14","Chapter"
"Requirements Engineering During Complex ISD: A Sensemaking Approach","Information Systems Development","","","","10.1007/978-0-387-68772-8_16","Päivi OvaskaLarry Stapleton","2009","http://link.springer.com/chapter/10.1007/978-0-387-68772-8_16","Chapter"
"A Meta-model for Requirements Engineering in System Family Context for Software Process Improvement Using CMMI","Product Focused Software Process Improvement","","","","10.1007/11497455_15","Rodrigo CerónJuan C. DueñasEnrique SerranoRafael Capilla","2005","http://link.springer.com/chapter/10.1007/11497455_15","Chapter"
"Goal-Oriented Requirements Engineering: A Unifying Framework","Requirements Engineering","","6","4","10.1007/PL00010362","Evangelia Kavakli","2002","http://link.springer.com/article/10.1007/PL00010362","Article"
"Requirements Engineering Activities and Methods","Requirements Engineering","","","","10.1007/978-3-663-07965-1_2","Hubert F. Hofmann","2000","http://link.springer.com/chapter/10.1007/978-3-663-07965-1_2","Chapter"
"Model Oriented Security Requirements Engineering (MOSRE) Framework for Web Applications","Advances in Computing and Information Technology","","","","10.1007/978-3-642-31552-7_36","P. SaliniS. Kanmani","2013","http://link.springer.com/chapter/10.1007/978-3-642-31552-7_36","Chapter"
"Towards Posit & Prove Calculi for Requirements Engineering and Software Design","From Object-Orientation to Formal Methods","","","","10.1007/978-3-540-39993-3_5","Dines Bjørner","2004","http://link.springer.com/chapter/10.1007/978-3-540-39993-3_5","Chapter"
"An Ontology Based Information Security Requirements Engineering Framework","Secure and Trust Computing, Data Management and Applications","","","","10.1007/978-3-642-22339-6_17","Azeddine ChikhMuhammad AbulaishSyed Irfan NabiKhaled Alghathbar","2011","http://link.springer.com/chapter/10.1007/978-3-642-22339-6_17","Chapter"
"Mobile Technologies in Requirements Engineering","Advances in Computer and Information Sciences and Engineering","","","","10.1007/978-1-4020-8741-7_58","Gunnar KurtzMichael GeisserTobias HildenbrandThomas Kude","2008","http://link.springer.com/chapter/10.1007/978-1-4020-8741-7_58","Chapter"
"Introducing object-oriented requirements engineering for automation systems","e&i Elektrotechnik und Informationstechnik","","121","2","10.1007/BF03054966","H. Kaindl Univ.-Prof. Dipl.-Ing. Dr. techn.","2004","http://link.springer.com/article/10.1007/BF03054966","Article"
"Decision-Making Activities in Requirements Engineering Decision Processes: A Case Study","Advances in Information Systems Development","","","","10.1007/978-0-387-36402-5_61","Beatrice AlenljungAnne Persson","2006","http://link.springer.com/chapter/10.1007/978-0-387-36402-5_61","Chapter"
"An Empirical Study Identifying High Perceived Value Requirements Engineering Practices","Advances in Information Systems Development","","","","10.1007/978-0-387-36402-5_63","Mahmood NiaziKarl A. CoxJune M. Verner","2006","http://link.springer.com/chapter/10.1007/978-0-387-36402-5_63","Chapter"
"Requirements engineering process as an emergent process","Software Process Technology","","","","10.1007/BFb0017746","Alassane CisséMarcelo Soares Pimenta","1996","http://link.springer.com/chapter/10.1007/BFb0017746","Chapter"
"Involving End Users in Distributed Requirements Engineering","Engineering Interactive Systems","","","","10.1007/978-3-540-85992-5_20","Steffen LohmannJürgen ZieglerPhilipp Heim","2008","http://link.springer.com/chapter/10.1007/978-3-540-85992-5_20","Chapter"
"Requirements Engineering of Ambient Assisted Living Technologies for People with Alzheimer’s","HCI International 2015 - Posters’ Extended Abstracts","","","","10.1007/978-3-319-21383-5_64","Afnan AlRomiGhadah AlOfisanNorah AlRomiSulaf AlMagooshiAreej Al-wabil","2015","http://link.springer.com/chapter/10.1007/978-3-319-21383-5_64","Chapter"
"Requirements Engineering in Grossen Projekten","GI/OCG/ÖGI-Jahrestagung 1985","","","","10.1007/978-3-642-70639-4_1","H. Morgenbrod","1985","http://link.springer.com/chapter/10.1007/978-3-642-70639-4_1","Chapter"
"Architecture for the Use of Synergies between Knowledge Engineering and Requirements Engineering","Advances in Artificial Intelligence","","","","10.1007/978-3-642-25274-7_22","José del SagradoIsabel M. del ÁguilaFrancisco J. Orellana","2011","http://link.springer.com/chapter/10.1007/978-3-642-25274-7_22","Chapter"
"Function Based Requirements Engineering and Design –Towards Efficient and Transparent Plant Engineering","SOFSEM 2015: Theory and Practice of Computer Science","","","","10.1007/978-3-662-46078-8_36","Florian Himmler","2015","http://link.springer.com/chapter/10.1007/978-3-662-46078-8_36","Chapter"
"Guest editorial: security requirements engineering: past, present and future","Requirements Engineering","","15","1","10.1007/s00766-009-0094-8","Eric DuboisHaralambos Mouratidis","2010","http://link.springer.com/article/10.1007/s00766-009-0094-8","Article"
"Applying System Families Concepts to Requirements Engineering Process Definition","Software Product-Family Engineering","","","","10.1007/978-3-540-24667-1_11","Amador DuránDavid BenavidesJesus Bermejo","2004","http://link.springer.com/chapter/10.1007/978-3-540-24667-1_11","Chapter"
"Introducing Regulatory Compliance Requirements Engineering","ISSE 2006 — Securing Electronic Busines Processes","","","","10.1007/978-3-8348-9195-2_47","Shahbaz AliJon Hall","2006","http://link.springer.com/chapter/10.1007/978-3-8348-9195-2_47","Chapter"
"Challenges for Requirements Engineering and Management in Software Product Line Development","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-540-73031-6_22","Andreas BirkGerald Heller","2007","http://link.springer.com/chapter/10.1007/978-3-540-73031-6_22","Chapter"
"SecTOOL – Supporting Requirements Engineering for Access Control","Emerging Trends in Information and Communication Security","","","","10.1007/11766155_18","Steffen KolarczykManuel KochKlaus-Peter LöhrKarl Pauls","2006","http://link.springer.com/chapter/10.1007/11766155_18","Chapter"
"Requirements Value Chains: Stakeholder Management and Requirements Engineering in Software Ecosystems","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-14192-8_7","Samuel Fricker","2010","http://link.springer.com/chapter/10.1007/978-3-642-14192-8_7","Chapter"
"Requirements Engineering for Real-Time and Embedded Systems","Real-Time Systems Engineering and Applications","","","","10.1007/978-0-585-32314-5_5","Peter Hruschka","1992","http://link.springer.com/chapter/10.1007/978-0-585-32314-5_5","Chapter"
"Requirements Engineering of Malaysia’s Radiation and Nuclear Emergency Plan Simulator","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-17530-0_7","Amy Hamijah binti Ab. HamidMohd Zaidi Abd RozanRoliana IbrahimSafaai DerisAli SelamatMuhd. Noor Muhd. Yunus","2015","http://link.springer.com/chapter/10.1007/978-3-319-17530-0_7","Chapter"
"Understanding Human Goal Setting as a Means for Supporting Goal Oriented Requirements Engineering","Trustworthy Computing and Services","","","","10.1007/978-3-662-47401-3_33","Jørgen Bøegh","2015","http://link.springer.com/chapter/10.1007/978-3-662-47401-3_33","Chapter"
"Knowledge-Based Requirements Engineering for Reconfigurable Precision Assembly Systems","Emerging Solutions for Future Manufacturing Systems","","","","10.1007/0-387-22829-2_38","Hitendra HiraniSvetan Ratchev","2005","http://link.springer.com/chapter/10.1007/0-387-22829-2_38","Chapter"
"Requirements engineering in software product line engineering","Requirements Engineering","","19","4","10.1007/s00766-013-0189-0","Emilio InsfranGary ChastekPatrick DonohoeJulio César Sampaio do Prado Leite","2014","http://link.springer.com/article/10.1007/s00766-013-0189-0","Article"
"Evaluating the effectiveness of the security quality requirements engineering (SQUARE) method: a case study using smart grid advanced metering infrastructure","Requirements Engineering","","18","3","10.1007/s00766-012-0153-4","Husam SuleimanDavor Svetinovic","2013","http://link.springer.com/article/10.1007/s00766-012-0153-4","Article"
"Quality Assurance in Requirements Engineering","Engineering and Managing Software Requirements","","","","10.1007/3-540-28244-0_8","Christian DengerThomas Olsson","2005","http://link.springer.com/chapter/10.1007/3-540-28244-0_8","Chapter"
"Requirements Engineering for Computational Seismology Software","Advanced Computing","","","","10.1007/978-3-642-38762-3_8","Yang LiBernd BrueggeSimon StählerNitesh NarayanHeiner Igel","2013","http://link.springer.com/chapter/10.1007/978-3-642-38762-3_8","Chapter"
"The Requirements Engineering of User Freedom","Interactive Systems: Design, Specification, and Verification","","","","10.1007/978-3-642-87115-3_16","M. D. HarrisonA. E. BlandfordP. J. Barnard","1995","http://link.springer.com/chapter/10.1007/978-3-642-87115-3_16","Chapter"
"IT Capability-Based Business Process Design through Service-Oriented Requirements Engineering","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-642-01862-6_10","Sebastian AdamÖzgür ÜnalanNorman RiegelDaniel Kerkow","2009","http://link.springer.com/chapter/10.1007/978-3-642-01862-6_10","Chapter"
"A Requirements Engineering Techniques Review in Agile Software Development Methods","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62404-4_50","Lizbeth ZamudioJosé Alfonso AguilarCarolina TrippSanjay Misra","2017","http://link.springer.com/chapter/10.1007/978-3-319-62404-4_50","Chapter"
"Applying a Security Requirements Engineering Process","Computer Security – ESORICS 2006","","","","10.1007/11863908_13","Daniel MelladoEduardo Fernández-MedinaMario Piattini","2006","http://link.springer.com/chapter/10.1007/11863908_13","Chapter"
"Unpacking Tacit Knowledge for Requirements Engineering","Managing Requirements Knowledge","","","","10.1007/978-3-642-34419-0_2","V. GervasiR. GacituaM. RouncefieldP. SawyerL. KofL. MaP. PiwekA. de RoeckA. WillisH. YangB. Nuseibeh","2013","http://link.springer.com/chapter/10.1007/978-3-642-34419-0_2","Chapter"
"Embedding Stakeholder Values in the Requirements Engineering Process","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-16101-3_23","Maaike HarbersChristian DetweilerMark A. Neerincx","2015","http://link.springer.com/chapter/10.1007/978-3-319-16101-3_23","Chapter"
"Requirements Engineering: Best Practice","Requirements Engineering for Digital Health","","","","10.1007/978-3-319-09798-5_2","Samuel A. FrickerRainer GrauAdrian Zwingli","2015","http://link.springer.com/chapter/10.1007/978-3-319-09798-5_2","Chapter"
"Clear justification of modeling decisions for goal-oriented requirements engineering","Requirements Engineering","","13","2","10.1007/s00766-007-0056-y","Ivan J. JuretaStéphane FaulknerPierre-Yves Schobbens","2007","http://link.springer.com/article/10.1007/s00766-007-0056-y","Article"
"A Requirements Engineering Method Designed for the Blind","Global Perspectives on Design Science Research","","","","10.1007/978-3-642-13335-0_33","Tuure TuunanenKen PeffersSimeon Hebler","2010","http://link.springer.com/chapter/10.1007/978-3-642-13335-0_33","Chapter"
"Value-based requirements engineering: exploring innovative e-commerce ideas","Requirements Engineering","","8","2","10.1007/s00766-003-0169-x","Jaap GordijnJ.M. Akkermans","2003","http://link.springer.com/article/10.1007/s00766-003-0169-x","Article"
"Requirements Engineering","Concurrent Engineering in the 21st Century","","","","10.1007/978-3-319-13776-6_5","Stefan WiesnerMargherita PeruzziniJannicke Baalsrud HaugeKlaus-Dieter Thoben","2015","http://link.springer.com/chapter/10.1007/978-3-319-13776-6_5","Chapter"
"Distances between Requirements Engineering and Later Software Development Activities: A Systematic Map","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-37422-7_21","Elizabeth Bjarnason","2013","http://link.springer.com/chapter/10.1007/978-3-642-37422-7_21","Chapter"
"SysPRE - Systematized Process for Requirements Engineering","Advances in Enterprise Engineering XI","","","","10.1007/978-3-319-57955-9_13","Ana NetoDuarte PintoDavid Aveiro","2017","http://link.springer.com/chapter/10.1007/978-3-319-57955-9_13","Chapter"
"Portraying the practice of decision-making in requirements engineering: a case of large scale bespoke development","Requirements Engineering","","13","4","10.1007/s00766-008-0068-2","Beatrice AlenljungAnne Persson","2008","http://link.springer.com/article/10.1007/s00766-008-0068-2","Article"
"COTS-Based Requirements Engineering","Component-Based Software Quality","","","","10.1007/978-3-540-45064-1_2","Carina Alves","2003","http://link.springer.com/chapter/10.1007/978-3-540-45064-1_2","Chapter"
"Assessing the Quality of Requirements Engineering Products","Software Quality and Productivity","","","","10.1007/978-0-387-34848-3_33","R. E. M. Champion","1995","http://link.springer.com/chapter/10.1007/978-0-387-34848-3_33","Chapter"
