Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Joint Inference in Weakly-Annotated Image Datasets via Dense Correspondence","International Journal of Computer Vision","","119","1","10.1007/s11263-016-0894-5","Michael RubinsteinCe LiuWilliam T. Freeman","2016","http://link.springer.com/article/10.1007/s11263-016-0894-5","Article"
"To tune or not to tune: rule evaluation for metaheuristic-based sequential covering algorithms","Data Mining and Knowledge Discovery","","29","1","10.1007/s10618-013-0339-5","Bart MinnaertDavid MartensManu De BackerBart Baesens","2015","http://link.springer.com/article/10.1007/s10618-013-0339-5","Article"
"An Efficient Network-on-Chip Router for Dataflow Architecture","Journal of Computer Science and Technology","","32","1","10.1007/s11390-017-1703-5","Xiao-Wei ShenXiao-Chun YeXu TanDa WangLunkai ZhangWen-Ming LiZhi-Min ZhangDong-Rui FanNing-Hui Sun","2017","http://link.springer.com/article/10.1007/s11390-017-1703-5","Article"
"SAGA: sparse and geometry-aware non-negative matrix factorization through non-linear local embedding","Machine Learning","","97","1 - 2","10.1007/s10994-014-5463-y","Nicolas CourtyXing GongJimmy VandelThomas Burger","2014","http://link.springer.com/article/10.1007/s10994-014-5463-y","Article"
"The Best Answers? Think Twice: Identifying Commercial Campagins in the CQA Forums","Journal of Computer Science and Technology","","30","4","10.1007/s11390-015-1562-x","Cheng ChenKui WuVenkatesh SrinivasanR. Kesav Bharadwaj","2015","http://link.springer.com/article/10.1007/s11390-015-1562-x","Article"
"An empirical evaluation of hierarchical feature selection methods for classification in bioinformatics datasets with gene ontology-based features","Artificial Intelligence Review","","","","10.1007/s10462-017-9541-y","Cen WanAlex A. Freitas","2017","http://link.springer.com/article/10.1007/s10462-017-9541-y","Article"
"Similarity measuring strategy of image patterns based on fuzzy entropy and energy variations in intelligent robot’s manipulative task","Applied Intelligence","","38","2","10.1007/s10489-012-0339-y","Changman Son","2013","http://link.springer.com/article/10.1007/s10489-012-0339-y","Article"
"JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY","Journal of Computer Science and Technology","","32","6","10.1007/s11390-017-1803-2","","2017","http://link.springer.com/article/10.1007/s11390-017-1803-2","Article"
"Scene Understanding by Reasoning Stability and Safety","International Journal of Computer Vision","","112","2","10.1007/s11263-014-0795-4","Bo ZhengYibiao ZhaoJoey YuKatsushi IkeuchiSong-Chun Zhu","2015","http://link.springer.com/article/10.1007/s11263-014-0795-4","Article"
"A Survey on Silicon PUFs and Recent Advances in Ring Oscillator PUFs","Journal of Computer Science and Technology","","29","4","10.1007/s11390-014-1458-1","Ji-Liang ZhangGang QuYong-Qiang LvQiang Zhou","2014","http://link.springer.com/article/10.1007/s11390-014-1458-1","Article"
"Traffic identification method based on multiple probabilistic neural network model","Neural Computing and Applications","","","","10.1007/s00521-017-3081-x","Shi DongRuixuan Li","2017","http://link.springer.com/article/10.1007/s00521-017-3081-x","Article"
"Weighted average integration of sparse representation and collaborative representation for robust face recognition","Computational Visual Media","","2","4","10.1007/s41095-016-0061-5","Shaoning ZengYang Xiong","2016","http://link.springer.com/article/10.1007/s41095-016-0061-5","Article"
"A comparative study of fault density prediction in aspect-oriented systems using MLP, RBF, KNN, RT, DENFIS and SVR models","Artificial Intelligence Review","","42","4","10.1007/s10462-012-9348-9","Mahmoud O. Elish","2014","http://link.springer.com/article/10.1007/s10462-012-9348-9","Article"
"Tour recommendation for groups","Data Mining and Knowledge Discovery","","31","5","10.1007/s10618-016-0477-7","Aris AnagnostopoulosReem AtassiLuca BecchettiAdriano FazzoneFabrizio Silvestri","2017","http://link.springer.com/article/10.1007/s10618-016-0477-7","Article"
"Aspect extraction in sentiment analysis: comparative analysis and survey","Artificial Intelligence Review","","46","4","10.1007/s10462-016-9472-z","Toqir A. RanaYu-N Cheah","2016","http://link.springer.com/article/10.1007/s10462-016-9472-z","Article"
"Privacy-preserving distributed collaborative filtering","Computing","","98","8","10.1007/s00607-015-0451-z","Antoine BoutetDavide FreyRachid GuerraouiArnaud JégouAnne-Marie Kermarrec","2016","http://link.springer.com/article/10.1007/s00607-015-0451-z","Article"
"Hybrid intelligent system-based rough set and ensemble classifier for breast cancer diagnosis","Neural Computing and Applications","","26","2","10.1007/s00521-014-1731-9","A. H. El-Baz","2015","http://link.springer.com/article/10.1007/s00521-014-1731-9","Article"
"A Levy flight-based grey wolf optimizer combined with back-propagation algorithm for neural network training","Neural Computing and Applications","","","","10.1007/s00521-017-2952-5","Shima AmirsadriSeyed Jalaleddin MousaviradHossein Ebrahimpour-Komleh","2017","http://link.springer.com/article/10.1007/s00521-017-2952-5","Article"
"On the Possibility of Quantum Informational Structural Realism","Minds and Machines","","24","1","10.1007/s11023-013-9323-5","Terrell Ward Bynum","2014","http://link.springer.com/article/10.1007/s11023-013-9323-5","Article"
"Qualitative modelling via constraint programming","Constraints","","19","2","10.1007/s10601-014-9158-6","Thomas W. KelseyLars KotthoffChristopher A. JeffersonStephen A. LintonIan MiguelPeter NightingaleIan P. Gent","2014","http://link.springer.com/article/10.1007/s10601-014-9158-6","Article"
"A Novel Web Video Event Mining Framework with the Integration of Correlation and Co-Occurrence Information","Journal of Computer Science and Technology","","28","5","10.1007/s11390-013-1377-6","Cheng-De ZhangXiao WuMei-Ling ShyuQiang Peng","2013","http://link.springer.com/article/10.1007/s11390-013-1377-6","Article"
"A method for online pattern recognition of abnormal eye movements","Neural Computing and Applications","","22","3 - 4","10.1007/s00521-011-0705-4","José de Jesús RubioFloriberto Ortiz-RodriguezCarlos R. Mariaca-GasparJulio C. Tovar","2013","http://link.springer.com/article/10.1007/s00521-011-0705-4","Article"
"Accurate Approximation of the Earth Mover’s Distance in Linear Time","Journal of Computer Science and Technology","","29","1","10.1007/s11390-014-1417-x","Min-Hee JangSang-Wook KimChristos FaloutsosSunju Park","2014","http://link.springer.com/article/10.1007/s11390-014-1417-x","Article"
"Dependence maps, a dimensionality reduction with dependence distance for high-dimensional data","Data Mining and Knowledge Discovery","","26","3","10.1007/s10618-012-0267-9","Kichun LeeAlexander GrayHeeyoung Kim","2013","http://link.springer.com/article/10.1007/s10618-012-0267-9","Article"
"LTSS: Load-Adaptive Traffic Steering and Forwarding for Security Services in Multi-Tenant Cloud Datacenters","Journal of Computer Science and Technology","","32","6","10.1007/s11390-017-1799-7","Xue-Kai DuZhi-Hui LuQiang DuanJie WuCheng-Rong Wu","2017","http://link.springer.com/article/10.1007/s11390-017-1799-7","Article"
"Relevance vector machines approach for long-term flow prediction","Neural Computing and Applications","","25","6","10.1007/s00521-014-1626-9","Umut OkkanZafer Ali SerbesPijush Samui","2014","http://link.springer.com/article/10.1007/s00521-014-1626-9","Article"
"Decision tree induction with a constrained number of leaf nodes","Applied Intelligence","","45","3","10.1007/s10489-016-0785-z","Chia-Chi WuYen-Liang ChenYi-Hung LiuXiang-Yu Yang","2016","http://link.springer.com/article/10.1007/s10489-016-0785-z","Article"
"Fuzzy logic for modeling machining process: a review","Artificial Intelligence Review","","43","3","10.1007/s10462-012-9381-8","M. R. H. Mohd AdnanArezoo SarkheyliAzlan Mohd ZainHabibollah Haron","2015","http://link.springer.com/article/10.1007/s10462-012-9381-8","Article"
"News","KI - Künstliche Intelligenz","","28","3","10.1007/s13218-014-0317-0","","2014","http://link.springer.com/article/10.1007/s13218-014-0317-0","Article"
"vmBBProfiler: a black-box profiling approach to quantify sensitivity of virtual machines to shared cloud resources","Computing","","99","12","10.1007/s00607-017-0552-y","Javid TaheriAlbert Y. ZomayaAndreas Kassler","2017","http://link.springer.com/article/10.1007/s00607-017-0552-y","Article"
"Locally geometric semantic crossover: a study on the roles of semantics and homology in recombination operators","Genetic Programming and Evolvable Machines","","14","1","10.1007/s10710-012-9172-7","Krzysztof KrawiecTomasz Pawlak","2013","http://link.springer.com/article/10.1007/s10710-012-9172-7","Article"
"Time series classification with ensembles of elastic distance measures","Data Mining and Knowledge Discovery","","29","3","10.1007/s10618-014-0361-2","Jason LinesAnthony Bagnall","2015","http://link.springer.com/article/10.1007/s10618-014-0361-2","Article"
"Personalized Graphical Models for Anatomical Landmark Localization in Whole-Body Medical Images","International Journal of Computer Vision","","111","1","10.1007/s11263-014-0731-7","Vaclav PotesilTimor KadirGünther PlatschSir Michael Brady","2015","http://link.springer.com/article/10.1007/s11263-014-0731-7","Article"
"Empirical analysis of linguistic and paralinguistic information for automatic dialect classification","Artificial Intelligence Review","","","","10.1007/s10462-017-9573-3","Shweta SinhaAruna JainShyam S. Agrawal","2017","http://link.springer.com/article/10.1007/s10462-017-9573-3","Article"
"L1-Norm GEPSVM Classifier Based on an Effective Iterative Algorithm for Classification","Neural Processing Letters","","","","10.1007/s11063-017-9714-3","He YanQiaolin YeTianan ZhangDong-Jun YuYiqing Xu","2017","http://link.springer.com/article/10.1007/s11063-017-9714-3","Article"
"Semantic similarity estimation from multiple ontologies","Applied Intelligence","","38","1","10.1007/s10489-012-0355-y","Montserrat BatetDavid SánchezAida VallsKarina Gibert","2013","http://link.springer.com/article/10.1007/s10489-012-0355-y","Article"
"Consumers’ Perception of Augmented Reality as an Emerging end User Technology: Social Media Monitoring Applied","KI - Künstliche Intelligenz","","29","4","10.1007/s13218-015-0389-5","Hanna Stockinger","2015","http://link.springer.com/article/10.1007/s13218-015-0389-5","Article"
"Points-of-interest recommendation based on convolution matrix factorization","Applied Intelligence","","","","10.1007/s10489-017-1103-0","Shuning XingFangai LiuXiaohui ZhaoTianlai Li","2017","http://link.springer.com/article/10.1007/s10489-017-1103-0","Article"
"Gait Pattern Based on CMAC Neural Network for Robotic Applications","Neural Processing Letters","","38","2","10.1007/s11063-012-9257-6","Christophe SabourinWeiwei YuKurosh Madani","2013","http://link.springer.com/article/10.1007/s11063-012-9257-6","Article"
"A Linear Optimal Transportation Framework for Quantifying and Visualizing Variations in Sets of Images","International Journal of Computer Vision","","101","2","10.1007/s11263-012-0566-z","Wei WangDejan SlepčevSaurav BasuJohn A. OzolekGustavo K. Rohde","2013","http://link.springer.com/article/10.1007/s11263-012-0566-z","Article"
"Waiting for the rapture: What can we do with computers to (hopefully) witness the emergence of life?","Natural Computing","","","","10.1007/s11047-017-9644-z","Tommaso Toffoli","2017","http://link.springer.com/article/10.1007/s11047-017-9644-z","Article"
"Visualizing Collective Attention Using Association Networks","New Generation Computing","","34","4","10.1007/s00354-016-0402-z","Kazutoshi Sasahara","2016","http://link.springer.com/article/10.1007/s00354-016-0402-z","Article"
"Towards energy-proportional clouds partially powered by renewable energy","Computing","","99","1","10.1007/s00607-016-0503-z","Nicolas BeldiceanuBárbara Dumas FerisPhilippe GraveySabbir HasanClaude JardThomas LedouxYunbo LiDidier LimeGilles Madi-WambaJean-Marc MenaudPascal MorelMichel MorvanMarie-Laure MoulinardAnne-Cécile OrgerieJean-Louis PazatOlivier Roux","2017","http://link.springer.com/article/10.1007/s00607-016-0503-z","Article"
"Using Bayesian networks for highly available cloud-based web applications","Journal of Reliable Intelligent Environments","","1","2 - 4","10.1007/s40860-015-0009-z","Stefano Marrone","2015","http://link.springer.com/article/10.1007/s40860-015-0009-z","Article"
"Faceted exploration of RDF/S datasets: a survey","Journal of Intelligent Information Systems","","48","2","10.1007/s10844-016-0413-8","Yannis TzitzikasNikos ManolisPanagiotis Papadakos","2017","http://link.springer.com/article/10.1007/s10844-016-0413-8","Article"
"MimiBS: Mimicking Base-Station to Provide Location Privacy Protection in Wireless Sensor Networks","Journal of Computer Science and Technology","","32","5","10.1007/s11390-017-1777-0","Yawar Abbas BangashLing-Fang ZengDan Feng","2017","http://link.springer.com/article/10.1007/s11390-017-1777-0","Article"
"Link prediction using time series of neighborhood-based node similarity scores","Data Mining and Knowledge Discovery","","30","1","10.1007/s10618-015-0407-0","İsmail GüneşŞule Gündüz-ÖğüdücüZehra Çataltepe","2016","http://link.springer.com/article/10.1007/s10618-015-0407-0","Article"
"PhotoPrev: Unifying Context and Content Cues to Enhance Personal Photo Revisitation","Journal of Computer Science and Technology","","30","3","10.1007/s11390-015-1536-z","Li JinGang-Li LiuLiang ZhaoLing Feng","2015","http://link.springer.com/article/10.1007/s11390-015-1536-z","Article"
"A model driven engineering process of platform neutral agents for ambient intelligence devices","Autonomous Agents and Multi-Agent Systems","","28","2","10.1007/s10458-013-9223-3","Inmaculada AyalaMercedes AmorLidia Fuentes","2014","http://link.springer.com/article/10.1007/s10458-013-9223-3","Article"
"A hybrid framework for mining high-utility itemsets in a sparse transaction database","Applied Intelligence","","47","3","10.1007/s10489-017-0932-1","Siddharth DawarVikram GoyalDebajyoti Bera","2017","http://link.springer.com/article/10.1007/s10489-017-0932-1","Article"
"News","KI - Künstliche Intelligenz","","27","3","10.1007/s13218-013-0269-9","","2013","http://link.springer.com/article/10.1007/s13218-013-0269-9","Article"
"Genetic improvement of GPU software","Genetic Programming and Evolvable Machines","","18","1","10.1007/s10710-016-9273-9","William B. LangdonBrian Yee Hong LamMarc ModatJustyna PetkeMark Harman","2017","http://link.springer.com/article/10.1007/s10710-016-9273-9","Article"
"FIMI: A Constant Frugal Incentive Mechanism for Time Window Coverage in Mobile Crowdsensing","Journal of Computer Science and Technology","","32","5","10.1007/s11390-017-1773-4","Jia XuJian-Ren FuDe-Jun YangLi-Jie XuLei WangTao Li","2017","http://link.springer.com/article/10.1007/s11390-017-1773-4","Article"
"Special issue on contributions of computational intelligence in designing complex information systems","Computing","","97","7","10.1007/s00607-015-0463-8","Ladjel BellatrecheAbdelmalek AmineOtmane Ait Mohamed","2015","http://link.springer.com/article/10.1007/s00607-015-0463-8","Article"
"Multi-language evaluation of exact solvers in graphical model discrete optimization","Constraints","","21","3","10.1007/s10601-016-9245-y","Barry HurleyBarry O’SullivanDavid AlloucheGeorge KatsirelosThomas SchiexMatthias ZytnickiSimon de Givry","2016","http://link.springer.com/article/10.1007/s10601-016-9245-y","Article"
"Going Global: Understanding English Language Learners’ Student Motivation in English-Language MOOCs","International Journal of Artificial Intelligence in Education","","","","10.1007/s40593-017-0159-7","Judith Odili UchidiunoAmy OganEvelyn YarzebinskiJessica Hammer","2017","http://link.springer.com/article/10.1007/s40593-017-0159-7","Article"
"Multi-layer ontology based information fusion for situation awareness","Applied Intelligence","","46","2","10.1007/s10489-016-0834-7","Fang-Ping PaiLee-Jang YangYeh-Ching Chung","2017","http://link.springer.com/article/10.1007/s10489-016-0834-7","Article"
"Selective temporal filtering and its application to hand gesture recognition","Applied Intelligence","","45","2","10.1007/s10489-015-0757-8","Myung-Cheol RohSiamac FazliSeong-Whan Lee","2016","http://link.springer.com/article/10.1007/s10489-015-0757-8","Article"
"CUDA-NP: Realizing Nested Thread-Level Parallelism in GPGPU Applications","Journal of Computer Science and Technology","","30","1","10.1007/s11390-015-1500-y","Yi YangChao LiHuiyang Zhou","2015","http://link.springer.com/article/10.1007/s11390-015-1500-y","Article"
"Generalized exploration in policy search","Machine Learning","","106","9 - 10","10.1007/s10994-017-5657-1","Herke van HoofDaniel TannebergJan Peters","2017","http://link.springer.com/article/10.1007/s10994-017-5657-1","Article"
"Environmental sound recognition using short-time feature aggregation","Journal of Intelligent Information Systems","","","","10.1007/s10844-017-0481-4","Gerard RomaPerfecto HerreraWaldo Nogueira","2017","http://link.springer.com/article/10.1007/s10844-017-0481-4","Article"
"Differential privacy based on importance weighting","Machine Learning","","93","1","10.1007/s10994-013-5396-x","Zhanglong JiCharles Elkan","2013","http://link.springer.com/article/10.1007/s10994-013-5396-x","Article"
"An improved social spider optimization algorithm based on rough sets for solving minimum number attribute reduction problem","Neural Computing and Applications","","","","10.1007/s00521-016-2804-8","Mohamed Abd El AzizAboul Ella Hassanien","2017","http://link.springer.com/article/10.1007/s00521-016-2804-8","Article"
"Customizable execution environments for evolutionary computation using BOINC + virtualization","Natural Computing","","12","2","10.1007/s11047-012-9343-8","Francisco Fernández de VegaGustavo OlagueLeonardo TrujilloDaniel Lombraña González","2013","http://link.springer.com/article/10.1007/s11047-012-9343-8","Article"
"NegoChat-A: a chat-based negotiation agent with bounded rationality","Autonomous Agents and Multi-Agent Systems","","30","1","10.1007/s10458-015-9281-9","Avi RosenfeldInon ZuckermanErel Segal-HaleviOsnat DreinSarit Kraus","2016","http://link.springer.com/article/10.1007/s10458-015-9281-9","Article"
"Mining Mid-level Features for Image Classification","International Journal of Computer Vision","","108","3","10.1007/s11263-014-0700-1","Basura FernandoElisa FromontTinne Tuytelaars","2014","http://link.springer.com/article/10.1007/s11263-014-0700-1","Article"
"A kd-tree algorithm to discover the boundary of a black box hypervolume","Annals of Mathematics and Artificial Intelligence","","75","3 - 4","10.1007/s10472-015-9456-8","Jean-Baptiste RouquierIsabelle AlvarezRomain ReuillonPierre-Henri Wuillemin","2015","http://link.springer.com/article/10.1007/s10472-015-9456-8","Article"
"Online Approximate Model Representation Based on Scale-Normalized and Fronto-Parallel Appearance","International Journal of Computer Vision","","117","1","10.1007/s11263-015-0848-3","Kiho KwakJun-Sik KimDaniel F. HuberTakeo Kanade","2016","http://link.springer.com/article/10.1007/s11263-015-0848-3","Article"
"Modeling topic control to detect influence in conversations using nonparametric topic models","Machine Learning","","95","3","10.1007/s10994-013-5417-9","Viet-An NguyenJordan Boyd-GraberPhilip ResnikDeborah A. CaiJennifer E. MidberryYuanxin Wang","2014","http://link.springer.com/article/10.1007/s10994-013-5417-9","Article"
"Joint head pose and facial landmark regression from depth images","Computational Visual Media","","3","3","10.1007/s41095-017-0082-8","Jie WangJuyong ZhangChangwei LuoFalai Chen","2017","http://link.springer.com/article/10.1007/s41095-017-0082-8","Article"
"Architectural refactoring for the cloud: a decision-centric view on cloud migration","Computing","","99","2","10.1007/s00607-016-0520-y","Olaf Zimmermann","2017","http://link.springer.com/article/10.1007/s00607-016-0520-y","Article"
"Balancing precision and performance in structured merge","Automated Software Engineering","","22","3","10.1007/s10515-014-0151-5","Olaf LeßenichSven ApelChristian Lengauer","2015","http://link.springer.com/article/10.1007/s10515-014-0151-5","Article"
"Product ranking using hierarchical aspect structures","Journal of Intelligent Information Systems","","48","2","10.1007/s10844-016-0421-8","Si LiZhaoyan MingYan LengJun Guo","2017","http://link.springer.com/article/10.1007/s10844-016-0421-8","Article"
"Empirical Evidence for Context-aware Interfaces to Pedestrian Navigation Systems","KI - Künstliche Intelligenz","","28","4","10.1007/s13218-014-0333-0","Bernd LudwigManuel MüllerChristina Ohm","2014","http://link.springer.com/article/10.1007/s13218-014-0333-0","Article"
"Fuzzy classifier fusion: an application to reservoir facies identification","Neural Computing and Applications","","","","10.1007/s00521-016-2690-0","Amir MollajanHossein MemarianMajid Nabi-Bidhendi","2016","http://link.springer.com/article/10.1007/s00521-016-2690-0","Article"
"Video-based fluid reconstruction and its coupling with SPH simulation","The Visual Computer","","33","9","10.1007/s00371-016-1284-2","Chao WangChangbo WangHong QinTai-you Zhang","2017","http://link.springer.com/article/10.1007/s00371-016-1284-2","Article"
"Event detection using user interaction behavior models","Artificial Intelligence Review","","40","1","10.1007/s10462-011-9279-x","Byung-Won On","2013","http://link.springer.com/article/10.1007/s10462-011-9279-x","Article"
"Englisch or/oder Deutsch?","KI - Künstliche Intelligenz","","30","1","10.1007/s13218-016-0426-z","Sabine Timpf","2016","http://link.springer.com/article/10.1007/s13218-016-0426-z","Article"
"Human mental search: a new population-based metaheuristic optimization algorithm","Applied Intelligence","","47","3","10.1007/s10489-017-0903-6","Seyed Jalaleddin MousaviradHossein Ebrahimpour-Komleh","2017","http://link.springer.com/article/10.1007/s10489-017-0903-6","Article"
"An ANFIS model to prediction of corrosion resistance of coated implant materials","Neural Computing and Applications","","28","11","10.1007/s00521-017-3103-8","Remzi TuntasBurak Dikici","2017","http://link.springer.com/article/10.1007/s00521-017-3103-8","Article"
"The pursuit of computational justice in open systems","AI & SOCIETY","","30","3","10.1007/s00146-013-0531-6","Jeremy PittDídac BusquetsRégis Riveret","2015","http://link.springer.com/article/10.1007/s00146-013-0531-6","Article"
"Characterizing functional dependencies in formal concept analysis with pattern structures","Annals of Mathematics and Artificial Intelligence","","72","1 - 2","10.1007/s10472-014-9400-3","Jaume BaixeriesMehdi KaytoueAmedeo Napoli","2014","http://link.springer.com/article/10.1007/s10472-014-9400-3","Article"
"How internal neurons represent the short context: an emergent perspective","Progress in Artificial Intelligence","","6","1","10.1007/s13748-016-0106-0","Dongshu WangJiaming ChenLei Liu","2017","http://link.springer.com/article/10.1007/s13748-016-0106-0","Article"
"Highly Optimized Code Generation for Stencil Codes with Computation Reuse for GPUs","Journal of Computer Science and Technology","","31","6","10.1007/s11390-016-1696-5","Wen-Jing MaKan GaoGuo-Ping Long","2016","http://link.springer.com/article/10.1007/s11390-016-1696-5","Article"
"Application of artificial bee colony algorithm in feature optimization for motor imagery EEG classification","Neural Computing and Applications","","","","10.1007/s00521-017-2950-7","Minmin MiaoAimin WangFeixiang Liu","2017","http://link.springer.com/article/10.1007/s00521-017-2950-7","Article"
"Skopus: Mining top-k sequential patterns under leverage","Data Mining and Knowledge Discovery","","30","5","10.1007/s10618-016-0467-9","François PetitjeanTao LiNikolaj TattiGeoffrey I. Webb","2016","http://link.springer.com/article/10.1007/s10618-016-0467-9","Article"
"3D Scene Reconstruction from Multiple Spherical Stereo Pairs","International Journal of Computer Vision","","104","1","10.1007/s11263-013-0616-1","Hansung KimAdrian Hilton","2013","http://link.springer.com/article/10.1007/s11263-013-0616-1","Article"
"VideoGraph: a non-linear video representation for efficient exploration","The Visual Computer","","30","10","10.1007/s00371-013-0882-5","Lei ZhangQian-Kun XuLei-Zheng NieHua Huang","2014","http://link.springer.com/article/10.1007/s00371-013-0882-5","Article"
"Retrieving geometric information from images: the case of hand-drawn diagrams","Data Mining and Knowledge Discovery","","31","4","10.1007/s10618-017-0494-1","Dan SongDongming WangXiaoyu Chen","2017","http://link.springer.com/article/10.1007/s10618-017-0494-1","Article"
"Efficient high utility itemset mining using buffered utility-lists","Applied Intelligence","","","","10.1007/s10489-017-1057-2","Quang-Huy DuongPhilippe Fournier-VigerHeri RamampiaroKjetil NørvågThu-Lan Dam","2017","http://link.springer.com/article/10.1007/s10489-017-1057-2","Article"
"Ensemble selection by GRASP","Applied Intelligence","","41","1","10.1007/s10489-013-0510-0","Zhuan LiuQun DaiNingzhong Liu","2014","http://link.springer.com/article/10.1007/s10489-013-0510-0","Article"
"Hand pose estimation with multi-scale network","Applied Intelligence","","","","10.1007/s10489-017-1092-z","Zhongxu HuYoumin HuBo WuJie LiuDongmin HanThomas Kurfess","2017","http://link.springer.com/article/10.1007/s10489-017-1092-z","Article"
"An Elastic Architecture Adaptable to Various Application Scenarios","Journal of Computer Science and Technology","","29","2","10.1007/s11390-014-1425-x","Yue WuYun-Ji ChenTian-Shi ChenQi GuoLei Zhang","2014","http://link.springer.com/article/10.1007/s11390-014-1425-x","Article"
"Recursion Isn’t Necessary for Human Language Processing: NEAR (Non-iterative Explicit Alternatives Rule) Grammars are Superior","Minds and Machines","","24","4","10.1007/s11023-014-9341-y","Kenneth R. PaapDerek Partridge","2014","http://link.springer.com/article/10.1007/s11023-014-9341-y","Article"
"Comparison of a massive and diverse collection of ensembles and other classifiers for oil spill detection in SAR satellite images","Neural Computing and Applications","","28","1","10.1007/s00521-016-2415-4","D. MeraM. Fernández-DelgadoJ. M. CotosJ. R. R. ViqueiraS. Barro","2017","http://link.springer.com/article/10.1007/s00521-016-2415-4","Article"
"Efficiently mining frequent itemsets with weight and recency constraints","Applied Intelligence","","47","3","10.1007/s10489-017-0915-2","Jerry Chun-Wei LinWensheng GanPhilippe Fournier-VigerHan-Chieh ChaoTzung-Pei Hong","2017","http://link.springer.com/article/10.1007/s10489-017-0915-2","Article"
"Wavelet transform-based feature extraction for ultrasonic flaw signal classification","Neural Computing and Applications","","24","3 - 4","10.1007/s00521-012-1305-7","Peng YangQiufeng Li","2014","http://link.springer.com/article/10.1007/s00521-012-1305-7","Article"
"A neural approach for estimation of per capita electricity consumption due to age and income","Neural Computing and Applications","","28","7","10.1007/s00521-015-2137-z","Omid MotlaghGeorge GrozevChi-Hsiang WangMelissa James","2017","http://link.springer.com/article/10.1007/s00521-015-2137-z","Article"
"Architecting dynamic cyber-physical spaces","Computing","","98","10","10.1007/s00607-016-0509-6","Christos TsigkanosTimo KehrerCarlo Ghezzi","2016","http://link.springer.com/article/10.1007/s00607-016-0509-6","Article"
"On the effect of calibration in classifier combination","Applied Intelligence","","38","4","10.1007/s10489-012-0388-2","Antonio BellaCèsar FerriJosé Hernández-OralloMaría José Ramírez-Quintana","2013","http://link.springer.com/article/10.1007/s10489-012-0388-2","Article"
"A dominance based rough set classification system for fault diagnosis in electrical smart grid environments","Artificial Intelligence Review","","46","3","10.1007/s10462-016-9468-8","Sarvesh RawatAhmed PatelJoaquim Celestino Jr.André Luiz Moura dos Santos","2016","http://link.springer.com/article/10.1007/s10462-016-9468-8","Article"
"A new sparse representation-based object segmentation framework","The Visual Computer","","33","2","10.1007/s00371-015-1171-2","Jincao YaoHuimin YuRoland Hu","2017","http://link.springer.com/article/10.1007/s00371-015-1171-2","Article"
"meSAT: multiple encodings of CSP to SAT","Constraints","","19","4","10.1007/s10601-014-9165-7","Mirko StojadinovićFilip Marić","2014","http://link.springer.com/article/10.1007/s10601-014-9165-7","Article"
"Sparse probit linear mixed model","Machine Learning","","106","9 - 10","10.1007/s10994-017-5652-6","Stephan MandtFlorian WenzelShinichi NakajimaJohn CunninghamChristoph LippertMarius Kloft","2017","http://link.springer.com/article/10.1007/s10994-017-5652-6","Article"
"A fast algorithm for mining high average-utility itemsets","Applied Intelligence","","47","2","10.1007/s10489-017-0896-1","Jerry Chun-Wei LinShifeng RenPhilippe Fournier-VigerTzung-Pei HongJa-Hwung SuBay Vo","2017","http://link.springer.com/article/10.1007/s10489-017-0896-1","Article"
"Use of wavelet-based two-dimensional scaling moments and structural features in cascade neuro-fuzzy classifiers for handwritten digit recognition","Neural Computing and Applications","","26","3","10.1007/s00521-014-1758-y","Bayram CetişliRifat Edizkan","2015","http://link.springer.com/article/10.1007/s00521-014-1758-y","Article"
"A scalable hybrid decision system (HDS) for Roman word recognition using ANN SVM: study case on Malay word recognition","Neural Computing and Applications","","26","6","10.1007/s00521-015-1824-0","Omar N. Al-BoeridiS. M. Syed AhmadS. P. Koh","2015","http://link.springer.com/article/10.1007/s00521-015-1824-0","Article"
"A QoS-aware broker for hybrid clouds","Computing","","95","1","10.1007/s00607-012-0254-4","Daniele D’AgostinoAntonella GaliziaAndrea ClematisMatteo ManginiIvan PorroAlfonso Quarati","2013","http://link.springer.com/article/10.1007/s00607-012-0254-4","Article"
"Scene Parsing with Object Instance Inference Using Regions and Per-exemplar Detectors","International Journal of Computer Vision","","112","2","10.1007/s11263-014-0778-5","Joseph TigheMarc NiethammerSvetlana Lazebnik","2015","http://link.springer.com/article/10.1007/s11263-014-0778-5","Article"
"Optshrink LR + S: accelerated fMRI reconstruction using non-convex optimal singular value shrinkage","Brain Informatics","","4","1","10.1007/s40708-016-0059-x","Priya AggarwalParth ShrivastavaTanay KabraAnubha Gupta","2017","http://link.springer.com/article/10.1007/s40708-016-0059-x","Article"
"Combined Cloud: A Mixture of Voluntary Cloud and Reserved Instance Marketplace","Journal of Computer Science and Technology","","31","6","10.1007/s11390-016-1686-7","Wei ShenWan-Chun DouFan WuShaojie TangQiang Ni","2016","http://link.springer.com/article/10.1007/s11390-016-1686-7","Article"
"Structure-Sensitive Superpixels via Geodesic Distance","International Journal of Computer Vision","","103","1","10.1007/s11263-012-0588-6","Peng WangGang ZengRui GanJingdong WangHongbin Zha","2013","http://link.springer.com/article/10.1007/s11263-012-0588-6","Article"
